cell_id,lst,ndvi,building_density,road_density,lon,lat
272,42.8773604507749,0.169210207316384,0.1072370705565212,0.0150137802596552,77.15274999999953,28.469750000000005
273,44.61151844953081,0.1529227922880591,0.0825693915147844,0.0113209503463754,77.15724999999952,28.469750000000005
274,44.2027961163724,0.1750481324121447,0.0618222912479267,0.0132071286140136,77.16174999999951,28.469750000000005
275,40.41411362233402,0.2361730412029411,0.0488365493592115,0.0101751779965246,77.1662499999995,28.469750000000005
276,42.535923971317686,0.2016565854363857,0.0345086669792258,0.0,77.1707499999995,28.469750000000005
277,40.87884957194207,0.2215074629865821,0.026919014601935,0.0,77.1752499999995,28.469750000000005
278,41.49453874475782,0.1842720555948638,0.0413107110226977,0.0094959180782536,77.17974999999947,28.469750000000005
279,42.49025077072834,0.145411959392629,0.0516031382747859,0.0248623134197745,77.18424999999947,28.469750000000005
280,43.47954033814721,0.1718177963917864,0.107592309177913,0.006016856779562,77.18874999999946,28.469750000000005
281,44.627782040156895,0.1775020229643171,0.0185087764602202,0.0,77.19324999999945,28.469750000000005
282,44.33991013461053,0.1859436664903022,0.0480994334268758,0.0,77.19774999999944,28.469750000000005
283,44.55067381622501,0.1736541260642546,0.047258027270993,0.007701419435162,77.20224999999944,28.469750000000005
284,46.73977820409898,0.1368150103857638,0.0109805165740928,0.0176271630669464,77.20674999999943,28.469750000000005
285,47.04209187243799,0.1514190277200225,0.0,0.0082345442062017,77.21124999999942,28.469750000000005
286,48.37556812670756,0.1456867988782598,0.0024951597090665,0.0,77.21574999999942,28.469750000000005
287,47.92056116967669,0.1510235837089226,0.0,0.0,77.22024999999941,28.469750000000005
288,45.7196525770354,0.130375624976133,0.0,0.0,77.2247499999994,28.469750000000005
289,43.99347154305666,0.1232855358828389,0.0,0.0,77.22924999999941,28.469750000000005
290,44.17034905472431,0.1382166562784413,0.0,0.0,77.233356800435,28.46996904331587
291,45.17466545588052,0.1169201679388215,0.0,0.0,77.1167500315472,28.474249968752964
292,44.66809511959516,0.1417392141326205,0.0304559298623694,0.0046289245068543,77.12124999999958,28.474250000000005
